strategy_name,model_name,prompt_version,question_id,competition_id,level,predicted_option_id,correct_option_id,correct,confidence,latency_ms,generated_answer,Category,correct_bool,correct_int
wiki_rag,phi4-14b,news_rag/v2-articles,10506,5,3,0,0,True,0.8,7585,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10517,5,1,0,2,False,0.8,10933,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10522,5,1,2,2,True,0.6,8495,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10523,5,2,3,3,True,0.9,9104,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10524,5,9,2,2,True,0.8,7119,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10527,5,5,2,0,False,0.9,7779,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10546,5,3,1,1,True,0.7,7005,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10553,5,11,3,3,True,0.8,9840,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10562,5,2,2,2,True,0.7,9057,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10567,5,3,1,1,True,0.8,9083,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10572,5,1,1,1,True,0.9,6952,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10583,5,4,1,3,False,0.8,9099,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10601,5,2,3,3,True,0.8,10192,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10604,5,3,0,0,True,0.0,8964,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10614,5,1,2,2,True,1.0,6706,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10615,5,1,1,1,True,95.0,6093,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10619,5,1,3,2,False,2.0,9690,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10621,5,6,3,3,True,0.8,9224,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10629,5,2,1,3,False,0.7,9153,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10634,5,2,2,2,True,0.8,7839,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10637,5,1,2,1,False,0.8,9744,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10642,5,3,0,0,True,0.7,8748,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10650,5,4,2,2,True,0.8,9785,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10661,5,2,1,3,False,3.0,6395,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10662,5,2,0,1,False,2.0,12673,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10667,5,2,0,0,True,0.8,8132,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10669,5,8,0,0,True,0.8,9723,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10671,5,3,3,3,True,0.8,8281,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10681,5,1,0,0,True,0.0,8167,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10686,5,12,0,3,False,0.7,8531,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10692,5,1,2,2,True,0.9,8620,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10698,5,1,1,1,True,0.7,10552,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10713,5,3,0,2,False,0.0,8274,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10717,5,4,3,2,False,0.6,9077,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10718,5,1,0,0,True,0.6,8563,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10729,5,5,2,3,False,0.9,9210,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10737,5,6,1,1,True,0.8,10168,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10758,5,2,2,2,True,0.8,9192,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10763,5,4,0,0,True,0.8,9420,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10770,5,2,0,0,True,0.7,10767,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10778,5,2,0,3,False,0.6,8256,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10781,5,4,0,0,True,0.8,6420,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10784,5,2,2,1,False,0.7,9239,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10785,5,1,2,2,True,0.7,8131,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10789,5,4,2,2,True,0.8,11143,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10792,5,2,2,1,False,0.8,8757,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10795,5,1,2,0,False,0.7,9314,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10797,5,6,0,0,True,0.8,8793,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10798,5,7,0,0,True,0.6,10157,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10800,5,2,3,3,True,0.9,7848,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10804,5,3,0,3,False,0.0,10021,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10817,5,4,0,0,True,0.7,9527,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10818,5,5,0,0,True,2.0,10273,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10822,5,3,2,2,True,0.9,9478,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10833,5,6,2,2,True,0.8,8031,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10842,5,7,2,2,True,4.0,11482,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10847,5,2,1,2,False,0.7,7609,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10852,5,1,0,0,True,0.7,11874,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10857,5,3,1,1,True,4.0,8239,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10866,5,1,1,1,True,0.7,8559,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10867,5,2,1,1,True,0.7,7502,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10869,5,6,3,0,False,0.8,7889,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10880,5,10,0,0,True,0.8,8025,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10884,5,2,2,2,True,0.8,10309,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10888,5,3,3,3,True,0.8,8703,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10895,5,4,3,2,False,0.7,8787,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10903,5,2,1,2,False,0.7,9624,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10904,5,1,1,1,True,0.7,10600,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10915,5,5,1,1,True,0.8,7523,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10918,5,2,1,1,True,0.8,11095,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10921,5,4,2,2,True,0.8,9590,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10922,5,1,2,2,True,0.9,8012,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10929,5,4,2,2,True,0.9,10382,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10935,5,1,0,0,True,0.2,10071,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10936,5,2,0,3,False,0.8,10065,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10940,5,2,3,3,True,0.9,8535,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10941,5,10,0,0,True,0.8,11042,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10944,5,1,2,2,True,0.8,9515,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10949,5,2,2,2,True,4.0,8032,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10954,5,2,2,0,False,0.8,9260,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10958,5,5,3,3,True,2.0,9614,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10959,5,3,1,3,False,0.8,8079,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10971,5,3,2,2,True,0.7,8793,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10972,5,2,3,3,True,1.0,10463,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10976,5,3,0,3,False,0.3,10523,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10981,5,2,2,0,False,0.8,7289,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10988,5,3,1,0,False,0.2,7114,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,10989,5,3,3,3,True,0.7,8704,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,10999,5,5,1,1,True,1.0,8231,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11003,5,3,0,3,False,0.7,10657,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11008,5,5,1,1,True,0.9,9213,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11009,5,1,3,0,False,0.7,10350,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11011,5,6,2,2,True,0.9,7452,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11013,5,4,1,1,True,4.0,8639,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11027,5,1,3,0,False,0.7,7867,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11028,5,4,1,0,False,3.0,8834,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11033,5,3,1,0,False,0.8,7120,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11034,5,8,0,0,True,0.9,7459,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11042,5,11,2,3,False,0.8,9152,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11047,5,8,2,0,False,0.8,8888,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11050,5,1,0,0,True,3.0,11985,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11051,5,9,2,1,False,0.3,8847,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11055,5,1,3,3,True,0.8,8925,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11057,5,8,0,0,True,0.9,8107,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11059,5,5,3,3,True,1.0,6861,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11069,5,1,3,0,False,0.7,8313,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11070,5,1,0,0,True,0.8,7924,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11075,5,2,1,1,True,0.8,8120,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11077,5,6,0,0,True,0.8,10567,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11080,5,1,3,3,True,0.8,8924,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11088,5,4,2,2,True,1.0,6480,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11093,5,1,2,2,True,0.9,7193,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11100,5,2,3,2,False,3.0,10327,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11117,5,1,3,3,True,0.9,8067,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11118,5,2,0,0,True,0.2,8764,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11135,5,2,0,1,False,0.7,10921,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11147,5,1,2,2,True,3.0,8959,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11151,5,1,2,2,True,4.0,8549,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11154,5,5,1,1,True,0.5,9741,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11155,5,1,0,0,True,0.9,6749,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11161,5,1,2,0,False,0.8,10636,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11166,5,1,2,2,True,0.9,8380,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11167,5,2,3,3,True,4.0,8216,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11185,5,1,3,3,True,0.9,8516,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11190,5,1,3,3,True,0.8,8351,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11194,5,2,3,3,True,1.0,7866,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11195,5,4,3,3,True,0.8,8503,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11219,5,3,0,0,True,1.0,7875,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11225,5,1,2,1,False,0.6,7921,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11226,5,1,3,3,True,0.8,7674,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11240,5,7,1,1,True,0.8,9798,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11245,5,1,1,1,True,0.9,8607,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11250,5,2,0,0,True,0.8,9534,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11254,5,3,2,2,True,0.7,8774,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11268,5,1,1,3,False,0.7,9116,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11269,5,1,0,0,True,1.0,8235,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11276,5,1,0,2,False,0.7,9044,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11277,5,3,1,1,True,0.7,8398,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11281,5,1,1,1,True,0.8,10437,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11282,5,6,3,3,True,0.8,10028,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11292,5,1,2,2,True,0.7,7738,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11295,5,1,2,2,True,0.8,8892,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11303,5,3,3,3,True,0.9,8097,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11306,5,1,0,0,True,0.8,11647,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11307,5,3,2,1,False,0.7,10414,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11311,5,1,0,3,False,0.7,13414,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11319,5,5,3,3,True,0.9,6919,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11320,5,7,2,2,True,0.8,7860,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11328,5,6,0,0,True,0.8,8553,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11331,5,1,0,0,True,1.0,8247,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11335,5,2,3,1,False,0.8,9220,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11345,5,3,0,0,True,0.7,10077,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11346,5,3,2,3,False,0.7,8083,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11352,5,5,1,0,False,0.5,8311,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11360,5,3,0,0,True,0.9,6606,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11365,5,4,2,0,False,3.0,10953,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11375,5,2,2,2,True,0.9,8153,False,News,True,1
wiki_rag,phi4-14b,news_rag/v2-articles,11385,5,3,3,2,False,0.3,8398,False,News,False,0
wiki_rag,phi4-14b,news_rag/v2-articles,11386,5,5,2,3,False,0.8,8713,False,News,False,0
zero_shot,phi4-14b,v1,10282,5,9,1,1,True,0.8,9872,False,News,True,1
zero_shot,phi4-14b,v1,10283,5,6,1,1,True,0.7,10229,False,News,True,1
zero_shot,phi4-14b,v1,10290,5,1,3,0,False,0.6,7825,False,News,False,0
zero_shot,phi4-14b,v1,10291,5,2,2,2,True,85.0,8745,False,News,True,1
zero_shot,phi4-14b,v1,10295,5,1,1,0,False,4.0,7494,False,News,False,0
zero_shot,phi4-14b,v1,10306,5,1,2,1,False,0.7,10014,False,News,False,0
zero_shot,phi4-14b,v1,10314,5,6,1,3,False,95.0,8677,False,News,False,0
zero_shot,phi4-14b,v1,10316,5,2,0,0,True,0.7,8446,False,News,True,1
zero_shot,phi4-14b,v1,10319,5,3,0,0,True,0.7,12737,False,News,True,1
zero_shot,phi4-14b,v1,10324,5,15,3,2,False,0.8,9592,False,News,False,0
zero_shot,phi4-14b,v1,10333,5,4,2,0,False,4.0,9329,False,News,False,0
zero_shot,phi4-14b,v1,10345,5,3,2,2,True,0.5,10774,False,News,True,1
zero_shot,phi4-14b,v1,10347,5,7,3,3,True,0.7,8857,False,News,True,1
zero_shot,phi4-14b,v1,10350,5,2,1,1,True,0.8,8034,False,News,True,1
zero_shot,phi4-14b,v1,10355,5,1,0,0,True,0.7,10478,False,News,True,1
zero_shot,phi4-14b,v1,10358,5,6,3,3,True,0.8,10249,False,News,True,1
zero_shot,phi4-14b,v1,10362,5,1,1,0,False,0.7,11059,False,News,False,0
zero_shot,phi4-14b,v1,10363,5,2,0,2,False,0.7,10200,False,News,False,0
zero_shot,phi4-14b,v1,10371,5,9,1,1,True,4.0,9211,False,News,True,1
zero_shot,phi4-14b,v1,10374,5,2,3,1,False,0.9,12009,False,News,False,0
zero_shot,phi4-14b,v1,10380,5,1,1,0,False,3.0,11383,False,News,False,0
zero_shot,phi4-14b,v1,10388,5,1,0,0,True,0.9,11157,False,News,True,1
zero_shot,phi4-14b,v1,10394,5,5,2,1,False,0.7,10877,False,News,False,0
zero_shot,phi4-14b,v1,10416,5,1,0,2,False,0.8,10158,False,News,False,0
zero_shot,phi4-14b,v1,10417,5,6,1,1,True,4.0,6874,False,News,True,1
zero_shot,phi4-14b,v1,10420,5,1,0,2,False,0.7,10546,False,News,False,0
zero_shot,phi4-14b,v1,10425,5,1,0,0,True,3.0,8100,False,News,True,1
zero_shot,phi4-14b,v1,10427,5,6,0,0,True,0.9,7295,False,News,True,1
zero_shot,phi4-14b,v1,10446,5,5,3,3,True,0.8,8047,False,News,True,1
zero_shot,phi4-14b,v1,10450,5,1,0,3,False,0.8,10724,False,News,False,0
zero_shot,phi4-14b,v1,10453,5,2,1,1,True,4.0,10348,False,News,True,1
zero_shot,phi4-14b,v1,10454,5,1,0,0,True,0.7,10131,False,News,True,1
zero_shot,phi4-14b,v1,10455,5,10,0,0,True,0.8,11762,False,News,True,1
zero_shot,phi4-14b,v1,10459,5,12,0,3,False,0.7,11654,False,News,False,0
zero_shot,phi4-14b,v1,10466,5,4,3,3,True,0.8,9442,False,News,True,1
zero_shot,phi4-14b,v1,10478,5,2,0,0,True,0.8,10609,False,News,True,1
zero_shot,phi4-14b,v1,10481,5,3,3,0,False,0.6,9736,False,News,False,0
zero_shot,phi4-14b,v1,10485,5,2,0,0,True,2.0,10949,False,News,True,1
zero_shot,phi4-14b,v1,10497,5,2,0,0,True,0.8,9229,False,News,True,1
zero_shot,phi4-14b,v1,10500,5,7,0,0,True,0.8,11333,False,News,True,1
zero_shot,phi4-14b,v1,10505,5,3,3,3,True,0.6,10504,False,News,True,1
zero_shot,phi4-14b,v1,10506,5,3,0,0,True,0.85,9606,False,News,True,1
zero_shot,phi4-14b,v1,10517,5,1,0,2,False,4.0,9301,False,News,False,0
zero_shot,phi4-14b,v1,10522,5,1,2,2,True,3.0,9942,False,News,True,1
zero_shot,phi4-14b,v1,10523,5,2,3,3,True,4.0,9773,False,News,True,1
zero_shot,phi4-14b,v1,10524,5,9,2,2,True,4.0,9929,False,News,True,1
zero_shot,phi4-14b,v1,10527,5,5,0,0,True,0.7,10249,False,News,True,1
zero_shot,phi4-14b,v1,10546,5,3,1,1,True,3.0,9404,False,News,True,1
zero_shot,phi4-14b,v1,10553,5,11,3,3,True,0.8,8217,False,News,True,1
zero_shot,phi4-14b,v1,10562,5,2,2,2,True,0.8,8727,False,News,True,1
zero_shot,phi4-14b,v1,10567,5,3,1,1,True,0.8,10368,False,News,True,1
zero_shot,phi4-14b,v1,10572,5,1,1,1,True,4.0,10905,False,News,True,1
zero_shot,phi4-14b,v1,10583,5,4,3,3,True,3.0,9883,False,News,True,1
zero_shot,phi4-14b,v1,10601,5,2,3,3,True,0.7,9132,False,News,True,1
zero_shot,phi4-14b,v1,10604,5,3,0,0,True,3.0,7663,False,News,True,1
zero_shot,phi4-14b,v1,10614,5,1,2,2,True,5.0,8877,False,News,True,1
zero_shot,phi4-14b,v1,10615,5,1,1,1,True,95.0,8731,False,News,True,1
zero_shot,phi4-14b,v1,10619,5,1,2,2,True,2.0,9833,False,News,True,1
zero_shot,phi4-14b,v1,10621,5,6,3,3,True,0.8,8660,False,News,True,1
zero_shot,phi4-14b,v1,10629,5,2,1,3,False,0.8,9108,False,News,False,0
zero_shot,phi4-14b,v1,10634,5,2,2,2,True,3.0,11003,False,News,True,1
zero_shot,phi4-14b,v1,10637,5,1,2,1,False,0.8,10259,False,News,False,0
zero_shot,phi4-14b,v1,10642,5,3,0,0,True,0.7,11578,False,News,True,1
zero_shot,phi4-14b,v1,10650,5,4,2,2,True,4.0,8731,False,News,True,1
zero_shot,phi4-14b,v1,10661,5,2,0,3,False,0.7,11750,False,News,False,0
zero_shot,phi4-14b,v1,10662,5,2,0,1,False,0.5,9483,False,News,False,0
zero_shot,phi4-14b,v1,10667,5,2,0,0,True,0.8,10744,False,News,True,1
zero_shot,phi4-14b,v1,10669,5,8,0,0,True,4.0,8759,False,News,True,1
zero_shot,phi4-14b,v1,10671,5,3,3,3,True,0.85,11452,False,News,True,1
zero_shot,phi4-14b,v1,10681,5,1,0,0,True,0.0,9830,False,News,True,1
zero_shot,phi4-14b,v1,10686,5,12,0,3,False,0.6,11811,False,News,False,0
zero_shot,phi4-14b,v1,10692,5,1,2,2,True,0.9,9905,False,News,True,1
zero_shot,phi4-14b,v1,10698,5,1,0,1,False,0.0,8096,False,News,False,0
