strategy_name,model_name,prompt_version,question_id,competition_id,level,predicted_option_id,correct_option_id,correct,confidence,latency_ms,generated_answer,Category,correct_bool,correct_int,Status
calc_react,granite-8b,v2,6673,3,1,3,3,True,1.0,4576,False,Math,True,1,Correct
calc_react,granite-8b,v2,6674,3,4,2,2,True,1.0,6987,False,Math,True,1,Correct
calc_react,granite-8b,v2,6675,3,3,0,0,True,1.0,7825,False,Math,True,1,Correct
calc_react,granite-8b,v2,6676,3,11,0,0,True,1.0,4042,False,Math,True,1,Correct
calc_react,granite-8b,v2,6677,3,5,3,3,True,1.0,4811,False,Math,True,1,Correct
calc_react,granite-8b,v2,6679,3,3,3,3,True,0.9,10414,False,Math,True,1,Correct
calc_react,granite-8b,v2,6680,3,9,2,2,True,1.0,8366,False,Math,True,1,Correct
calc_react,granite-8b,v2,6681,3,1,1,1,True,1.0,5376,False,Math,True,1,Correct
calc_react,granite-8b,v2,6682,3,1,3,3,True,1.0,3950,False,Math,True,1,Correct
calc_react,granite-8b,v2,6683,3,2,3,3,True,1.0,14729,False,Math,True,1,Correct
calc_react,granite-8b,v2,6684,3,1,3,3,True,1.0,15356,False,Math,True,1,Correct
calc_react,granite-8b,v2,6685,3,3,2,2,True,1.0,12237,False,Math,True,1,Correct
calc_react,granite-8b,v2,6686,3,3,2,2,True,1.0,5142,False,Math,True,1,Correct
calc_react,granite-8b,v2,6688,3,7,3,0,False,0.9,10988,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6689,3,1,0,3,False,1.0,15678,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6690,3,1,0,2,False,0.95,5648,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6691,3,2,3,3,True,0.95,5349,False,Math,True,1,Correct
calc_react,granite-8b,v2,6692,3,3,1,3,False,1.0,8025,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6693,3,2,3,3,True,1.0,4951,False,Math,True,1,Correct
calc_react,granite-8b,v2,6694,3,5,0,0,True,1.0,4669,False,Math,True,1,Correct
calc_react,granite-8b,v2,6695,3,9,0,0,True,1.0,25379,False,Math,True,1,Correct
calc_react,granite-8b,v2,6696,3,1,2,2,True,1.0,7793,False,Math,True,1,Correct
calc_react,granite-8b,v2,6697,3,3,1,1,True,1.0,7884,False,Math,True,1,Correct
calc_react,granite-8b,v2,6698,3,6,1,1,True,1.0,6113,False,Math,True,1,Correct
calc_react,granite-8b,v2,6699,3,2,1,1,True,1.0,11683,False,Math,True,1,Correct
calc_react,granite-8b,v2,6700,3,1,0,0,True,1.0,5225,False,Math,True,1,Correct
calc_react,granite-8b,v2,6701,3,1,1,3,False,1.0,7851,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6702,3,4,0,0,True,1.0,10716,False,Math,True,1,Correct
calc_react,granite-8b,v2,6703,3,10,1,1,True,1.0,6409,False,Math,True,1,Correct
calc_react,granite-8b,v2,6704,3,7,3,3,True,1.0,7870,False,Math,True,1,Correct
calc_react,granite-8b,v2,6705,3,1,1,1,True,1.0,5216,False,Math,True,1,Correct
calc_react,granite-8b,v2,6706,3,3,1,1,True,0.95,21685,False,Math,True,1,Correct
calc_react,granite-8b,v2,6707,3,1,1,1,True,1.0,6273,False,Math,True,1,Correct
calc_react,granite-8b,v2,6709,3,1,1,1,True,1.0,8788,False,Math,True,1,Correct
calc_react,granite-8b,v2,6710,3,2,1,1,True,0.99,9230,False,Math,True,1,Correct
calc_react,granite-8b,v2,6711,3,10,0,0,True,1.0,9142,False,Math,True,1,Correct
calc_react,granite-8b,v2,6713,3,3,3,3,True,0.95,14874,False,Math,True,1,Correct
calc_react,granite-8b,v2,6714,3,1,1,1,True,0.95,10252,False,Math,True,1,Correct
calc_react,granite-8b,v2,6715,3,2,3,2,False,1.0,15122,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6716,3,5,0,0,True,1.0,11646,False,Math,True,1,Correct
calc_react,granite-8b,v2,6717,3,1,1,1,True,1.0,10016,False,Math,True,1,Correct
calc_react,granite-8b,v2,6718,3,1,1,1,True,0.9,19597,False,Math,True,1,Correct
calc_react,granite-8b,v2,6719,3,3,1,1,True,1.0,6066,False,Math,True,1,Correct
calc_react,granite-8b,v2,6720,3,3,0,1,False,0.0,21863,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6722,3,1,1,1,True,1.0,4546,False,Math,True,1,Correct
calc_react,granite-8b,v2,6723,3,1,3,3,True,1.0,6825,False,Math,True,1,Correct
calc_react,granite-8b,v2,6724,3,5,1,1,True,1.0,16528,False,Math,True,1,Correct
calc_react,granite-8b,v2,6725,3,6,0,0,True,1.0,3778,False,Math,True,1,Correct
calc_react,granite-8b,v2,6726,3,1,0,3,False,0.0,18712,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6727,3,3,1,1,True,1.0,5707,False,Math,True,1,Correct
calc_react,granite-8b,v2,6728,3,3,2,2,True,1.0,5280,False,Math,True,1,Correct
calc_react,granite-8b,v2,6729,3,1,0,0,True,1.0,13369,False,Math,True,1,Correct
calc_react,granite-8b,v2,6730,3,2,2,2,True,1.0,6550,False,Math,True,1,Correct
calc_react,granite-8b,v2,6731,3,1,0,0,True,1.0,7568,False,Math,True,1,Correct
calc_react,granite-8b,v2,6732,3,4,2,2,True,1.0,6253,False,Math,True,1,Correct
calc_react,granite-8b,v2,6733,3,2,3,3,True,1.0,8146,False,Math,True,1,Correct
calc_react,granite-8b,v2,6734,3,1,1,1,True,1.0,6236,False,Math,True,1,Correct
calc_react,granite-8b,v2,6735,3,2,1,1,True,1.0,7148,False,Math,True,1,Correct
calc_react,granite-8b,v2,6736,3,4,0,0,True,1.0,5489,False,Math,True,1,Correct
calc_react,granite-8b,v2,6737,3,1,2,0,False,1.0,7680,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6738,3,2,3,3,True,0.8,12087,False,Math,True,1,Correct
calc_react,granite-8b,v2,6739,3,2,2,2,True,1.0,6788,False,Math,True,1,Correct
calc_react,granite-8b,v2,6740,3,6,2,2,True,1.0,10700,False,Math,True,1,Correct
calc_react,granite-8b,v2,6741,3,3,1,1,True,1.0,12128,False,Math,True,1,Correct
calc_react,granite-8b,v2,6742,3,5,3,3,True,1.0,10771,False,Math,True,1,Correct
calc_react,granite-8b,v2,6743,3,2,3,3,True,0.95,7118,False,Math,True,1,Correct
calc_react,granite-8b,v2,6744,3,2,1,1,True,1.0,7426,False,Math,True,1,Correct
calc_react,granite-8b,v2,6747,3,1,1,1,True,1.0,11594,False,Math,True,1,Correct
calc_react,granite-8b,v2,6748,3,9,1,1,True,1.0,5060,False,Math,True,1,Correct
calc_react,granite-8b,v2,6749,3,1,1,1,True,1.0,10494,False,Math,True,1,Correct
calc_react,granite-8b,v2,6750,3,1,1,1,True,1.0,3356,False,Math,True,1,Correct
calc_react,granite-8b,v2,6751,3,3,1,1,True,1.0,8280,False,Math,True,1,Correct
calc_react,granite-8b,v2,6752,3,5,2,2,True,1.0,8350,False,Math,True,1,Correct
calc_react,granite-8b,v2,6753,3,4,0,1,False,0.0,21337,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6754,3,1,2,2,True,1.0,3947,False,Math,True,1,Correct
calc_react,granite-8b,v2,6756,3,2,0,0,True,1.0,7238,False,Math,True,1,Correct
calc_react,granite-8b,v2,6757,3,13,0,0,True,1.0,6320,False,Math,True,1,Correct
calc_react,granite-8b,v2,6758,3,2,0,0,True,1.0,4607,False,Math,True,1,Correct
calc_react,granite-8b,v2,6759,3,2,2,2,True,1.0,6577,False,Math,True,1,Correct
calc_react,granite-8b,v2,6760,3,2,0,1,False,0.1,16307,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6761,3,2,2,2,True,0.95,6581,False,Math,True,1,Correct
calc_react,granite-8b,v2,6762,3,3,1,1,True,1.0,6109,False,Math,True,1,Correct
calc_react,granite-8b,v2,6763,3,2,1,1,True,1.0,5523,False,Math,True,1,Correct
calc_react,granite-8b,v2,6764,3,1,3,3,True,0.95,12406,False,Math,True,1,Correct
calc_react,granite-8b,v2,6765,3,3,0,0,True,1.0,5034,False,Math,True,1,Correct
calc_react,granite-8b,v2,6766,3,2,3,3,True,1.0,4385,False,Math,True,1,Correct
calc_react,granite-8b,v2,6767,3,2,2,2,True,1.0,13365,False,Math,True,1,Correct
calc_react,granite-8b,v2,6768,3,2,0,0,True,1.0,11059,False,Math,True,1,Correct
calc_react,granite-8b,v2,6769,3,5,3,3,True,1.0,11500,False,Math,True,1,Correct
calc_react,granite-8b,v2,6770,3,1,0,0,True,1.0,9761,False,Math,True,1,Correct
calc_react,granite-8b,v2,6771,3,4,3,3,True,1.0,13892,False,Math,True,1,Correct
calc_react,granite-8b,v2,6772,3,3,3,3,True,1.0,10274,False,Math,True,1,Correct
calc_react,granite-8b,v2,6773,3,10,1,2,False,0.9,17242,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6774,3,1,2,2,True,1.0,6593,False,Math,True,1,Correct
calc_react,granite-8b,v2,6775,3,2,3,3,True,1.0,6065,False,Math,True,1,Correct
calc_react,granite-8b,v2,6776,3,3,2,3,False,0.95,16988,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6777,3,5,0,0,True,1.0,6694,False,Math,True,1,Correct
calc_react,granite-8b,v2,6778,3,1,3,3,True,1.0,8544,False,Math,True,1,Correct
calc_react,granite-8b,v2,6779,3,2,0,0,True,1.0,6454,False,Math,True,1,Correct
calc_react,granite-8b,v2,6780,3,1,0,0,True,1.0,17661,False,Math,True,1,Correct
calc_react,granite-8b,v2,6781,3,5,3,1,False,1.0,14361,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6782,3,1,1,1,True,1.0,7839,False,Math,True,1,Correct
calc_react,granite-8b,v2,6783,3,1,2,2,True,1.0,4208,False,Math,True,1,Correct
calc_react,granite-8b,v2,6784,3,2,2,2,True,1.0,17976,False,Math,True,1,Correct
calc_react,granite-8b,v2,6785,3,1,0,0,True,1.0,9662,False,Math,True,1,Correct
calc_react,granite-8b,v2,6786,3,3,3,0,False,0.95,16816,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6787,3,1,3,3,True,1.0,8555,False,Math,True,1,Correct
calc_react,granite-8b,v2,6788,3,1,1,1,True,1.0,8452,False,Math,True,1,Correct
calc_react,granite-8b,v2,6789,3,7,2,2,True,1.0,3746,False,Math,True,1,Correct
calc_react,granite-8b,v2,6790,3,3,0,1,False,1.0,9413,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6791,3,2,0,0,True,1.0,7756,False,Math,True,1,Correct
calc_react,granite-8b,v2,6792,3,6,3,3,True,1.0,7761,False,Math,True,1,Correct
calc_react,granite-8b,v2,6793,3,3,1,1,True,1.0,4602,False,Math,True,1,Correct
calc_react,granite-8b,v2,6794,3,1,3,3,True,1.0,8477,False,Math,True,1,Correct
calc_react,granite-8b,v2,6795,3,5,3,3,True,1.0,5482,False,Math,True,1,Correct
calc_react,granite-8b,v2,6796,3,6,0,1,False,0.9,6534,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6797,3,1,1,2,False,0.95,6489,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6798,3,3,2,2,True,1.0,6244,False,Math,True,1,Correct
calc_react,granite-8b,v2,6799,3,2,0,2,False,0.9,17668,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6800,3,1,1,1,True,1.0,12622,False,Math,True,1,Correct
calc_react,granite-8b,v2,6801,3,1,2,2,True,1.0,5377,False,Math,True,1,Correct
calc_react,granite-8b,v2,6802,3,3,0,0,True,1.0,5273,False,Math,True,1,Correct
calc_react,granite-8b,v2,6803,3,2,3,3,True,1.0,4255,False,Math,True,1,Correct
calc_react,granite-8b,v2,6804,3,6,2,2,True,1.0,3393,False,Math,True,1,Correct
calc_react,granite-8b,v2,6805,3,4,3,3,True,1.0,14357,False,Math,True,1,Correct
calc_react,granite-8b,v2,6806,3,1,2,2,True,1.0,9549,False,Math,True,1,Correct
calc_react,granite-8b,v2,6807,3,4,0,3,False,1.0,16760,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6808,3,2,1,1,True,1.0,12177,False,Math,True,1,Correct
calc_react,granite-8b,v2,6809,3,1,1,2,False,1.0,10285,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6810,3,8,3,3,True,1.0,12229,False,Math,True,1,Correct
calc_react,granite-8b,v2,6811,3,3,3,3,True,1.0,6720,False,Math,True,1,Correct
calc_react,granite-8b,v2,6812,3,2,1,0,False,0.9,18750,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6813,3,4,0,0,True,1.0,7441,False,Math,True,1,Correct
calc_react,granite-8b,v2,6815,3,4,1,1,True,1.0,12079,False,Math,True,1,Correct
calc_react,granite-8b,v2,6816,3,1,3,3,True,1.0,8492,False,Math,True,1,Correct
calc_react,granite-8b,v2,6817,3,3,1,1,True,1.0,6457,False,Math,True,1,Correct
calc_react,granite-8b,v2,6818,3,1,0,0,True,1.0,7197,False,Math,True,1,Correct
calc_react,granite-8b,v2,6819,3,2,3,3,True,0.95,16014,False,Math,True,1,Correct
calc_react,granite-8b,v2,6820,3,1,0,0,True,1.0,8247,False,Math,True,1,Correct
calc_react,granite-8b,v2,6821,3,1,0,0,True,0.0,21969,False,Math,True,1,Correct
calc_react,granite-8b,v2,6822,3,3,0,2,False,1.0,8972,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6823,3,2,3,3,True,1.0,12356,False,Math,True,1,Correct
calc_react,granite-8b,v2,6824,3,4,0,2,False,0.9,9933,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6825,3,1,3,3,True,1.0,5293,False,Math,True,1,Correct
calc_react,granite-8b,v2,6826,3,1,0,0,True,1.0,12451,False,Math,True,1,Correct
calc_react,granite-8b,v2,6827,3,2,2,2,True,1.0,12437,False,Math,True,1,Correct
calc_react,granite-8b,v2,6828,3,4,3,1,False,0.2,17129,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6829,3,7,1,3,False,1.0,8185,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6830,3,3,0,0,True,0.0,21351,False,Math,True,1,Correct
calc_react,granite-8b,v2,6831,3,4,0,0,True,1.0,7852,False,Math,True,1,Correct
calc_react,granite-8b,v2,6832,3,15,2,2,True,1.0,8679,False,Math,True,1,Correct
calc_react,granite-8b,v2,6833,3,4,2,2,True,1.0,9387,False,Math,True,1,Correct
calc_react,granite-8b,v2,6834,3,5,3,3,True,1.0,3390,False,Math,True,1,Correct
calc_react,granite-8b,v2,6835,3,5,2,2,True,1.0,7012,False,Math,True,1,Correct
calc_react,granite-8b,v2,6836,3,1,0,3,False,0.0,21619,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6837,3,1,3,3,True,1.0,4816,False,Math,True,1,Correct
calc_react,granite-8b,v2,6838,3,4,3,3,True,1.0,6340,False,Math,True,1,Correct
calc_react,granite-8b,v2,6839,3,6,1,1,True,0.9,13715,False,Math,True,1,Correct
calc_react,granite-8b,v2,6840,3,3,2,2,True,1.0,8344,False,Math,True,1,Correct
calc_react,granite-8b,v2,6841,3,4,0,0,True,1.0,13202,False,Math,True,1,Correct
calc_react,granite-8b,v2,6842,3,1,1,3,False,1.0,5905,False,Math,False,0,Incorrect
calc_react,granite-8b,v2,6843,3,5,2,2,True,1.0,11012,False,Math,True,1,Correct
calc_react,granite-8b,v2,6844,3,3,2,2,True,1.0,4857,False,Math,True,1,Correct
calc_react,granite-8b,v2,6845,3,1,0,0,True,1.0,18218,False,Math,True,1,Correct
calc_react,granite-8b,v2,6846,3,10,0,1,False,1.0,6694,True,Math,False,0,Incorrect
calc_react,granite-8b,v2,6847,3,1,0,0,True,1.0,7461,False,Math,True,1,Correct
calc_react,granite-8b,v2,6848,3,1,0,0,True,1.0,3813,False,Math,True,1,Correct
calc_react,granite-8b,v2,6849,3,2,0,0,True,1.0,4568,False,Math,True,1,Correct
calc_react,granite-8b,v2,6850,3,1,2,2,True,1.0,9272,False,Math,True,1,Correct
calc_react,granite-8b,v2,6851,3,3,3,3,True,0.9,13156,False,Math,True,1,Correct
calc_react,granite-8b,v2,6852,3,4,0,0,True,1.0,11186,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6642,3,11,0,0,True,1.0,5114,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6643,3,3,3,3,True,1.0,7617,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6644,3,2,2,2,True,1.0,5406,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6645,3,2,3,3,True,1.0,5899,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6646,3,3,0,0,True,1.0,10157,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6647,3,4,1,3,False,1.0,10346,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6648,3,1,3,3,True,1.0,6363,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6649,3,1,2,2,True,1.0,16903,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6650,3,6,0,0,True,1.0,11216,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6651,3,2,3,3,True,1.0,7700,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6652,3,3,0,0,True,1.0,15483,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6654,3,1,2,2,True,1.0,7949,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6655,3,5,1,1,True,1.0,8284,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6656,3,2,2,2,True,0.9,11441,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6657,3,8,1,2,False,1.0,8577,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6658,3,5,0,2,False,1.0,12122,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6659,3,2,0,0,True,1.0,3272,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6661,3,10,1,1,True,1.0,8577,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6662,3,1,2,2,True,1.0,9042,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6663,3,2,2,2,True,0.95,6625,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6664,3,3,2,2,True,1.0,8296,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6665,3,2,0,0,True,1.0,5546,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6666,3,1,3,3,True,1.0,12089,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6667,3,2,0,0,True,1.0,8344,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6668,3,4,3,3,True,1.0,4228,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6669,3,3,1,1,True,1.0,9108,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6670,3,2,2,2,True,1.0,5015,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6671,3,3,1,1,True,0.95,13941,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6672,3,2,2,2,True,1.0,13771,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6673,3,1,3,3,True,1.0,6078,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6674,3,4,2,2,True,1.0,7641,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6675,3,3,0,0,True,1.0,11433,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6676,3,11,0,0,True,1.0,5845,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6677,3,5,3,3,True,1.0,5710,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6679,3,3,2,3,False,0.9,10860,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6680,3,9,2,2,True,1.0,9396,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6681,3,1,1,1,True,1.0,7948,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6682,3,1,3,3,True,0.95,5020,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6683,3,2,3,3,True,1.0,13927,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6684,3,1,1,3,False,1.0,12503,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6685,3,3,1,2,False,1.0,15016,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6686,3,3,2,2,True,1.0,7214,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6688,3,7,0,0,True,1.0,12847,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6689,3,1,0,3,False,1.0,10364,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6690,3,1,0,2,False,0.95,7959,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6691,3,2,3,3,True,0.95,6959,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6692,3,3,0,3,False,1.0,11079,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6693,3,2,3,3,True,1.0,5813,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6694,3,5,0,0,True,1.0,8398,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6695,3,9,0,0,True,0.0,17793,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6696,3,1,3,2,False,1.0,8728,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6697,3,3,1,1,True,1.0,8892,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6698,3,6,1,1,True,1.0,5696,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6699,3,2,3,1,False,1.0,14267,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6700,3,1,0,0,True,1.0,5059,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6701,3,1,3,3,True,1.0,10660,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6702,3,4,0,0,True,1.0,10669,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6703,3,10,1,1,True,1.0,8324,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6704,3,7,3,3,True,1.0,9035,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6705,3,1,1,1,True,1.0,4247,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6706,3,3,2,1,False,0.9,15172,False,Math,False,0,Incorrect
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6707,3,1,1,1,True,1.0,9790,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6709,3,1,1,1,True,1.0,8815,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6710,3,2,1,1,True,1.0,6464,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6711,3,10,0,0,True,1.0,8190,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6713,3,3,3,3,True,1.0,2954,False,Math,True,1,Correct
dynamic_few_shot_k3,granite-8b,v2_json_fewshot_k3,6714,3,1,1,1,True,1.0,9079,False,Math,True,1,Correct
